title,currency,raw_price,usd_price,listing_url,image_url,fair_value,discount_pct,grade,sources,pricecharting_link,confidence,matched_card,search_term_used
1999 #10 Mewtwo-Holo CGC 6 Game Pokemon,SOL,42.0,3444.42,https://collectorcrypt.com/assets/solana/8N9jwcyc5SdSkvx3p1XbDuqsveyJguGPWe7JyrEoj67y,https://d1xpxki1g4htqu.cloudfront.net/fwZsFSnvGDixqIQXwQxovkINazoxb-RUSeogYlxm3HI,18.15,-18877.5,CGC 6,['PriceCharting'],https://www.pricecharting.com/game/pokemon-base-set/mewtwo-1999-2000-10,0.95,Mewtwo [1999-2000] #10Pokemon Base Set,holo mewtwo #10
2024 #197 Pikachu CGC 10 Japanese SV-P Promo Pokemon,SOL,30.0,2460.3,https://collectorcrypt.com/assets/solana/fChAhPRJMSHogJPHAzRhfcRoo4m632xMjnauixG5nuS,https://d1xpxki1g4htqu.cloudfront.net/oWsrqucQB-6ziQGtEKj3Mfx1XJ1xjFRmODLSafAi5Cs,7.36,-33328.0,CGC 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-promo/pikachu-197sv-p,0.95,Pikachu #197/SV-PPokemon Japanese Promo,v pikachu #197
2022 #001 Pikachu PSA 10 Chinese SV Promo Pokemon,SOL,61.0,5002.61,https://collectorcrypt.com/assets/solana/5peQArJAGRWcgbe5cArm7c1ACkDS5SdVuRQNVoREN6t4,https://d1xpxki1g4htqu.cloudfront.net/zh9H7dgXmWfPMmNGmV2sRl-j-9RbBVUE6CfzkRQG9LU,49.58,-9990.0,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-start-deck-100-corocoro/pikachu-v-1,0.95,Pikachu V #1Pokemon Japanese Start Deck 100 Corocoro,v pikachu #1
1999 #11 Snorlax-Holo PSA 6 Jungle Pokemon,SOL,2.0,164.02,https://collectorcrypt.com/assets/solana/4hbf7kXq4jFEz1eXACt96qhJTEhVuE1ZDahCgQdQbWAU,https://d1xpxki1g4htqu.cloudfront.net/SgISATzkr1T2aSTt4hl94mvyi-fS0_mgm4CbRXIYynk,46.31,-254.2,PSA 6,['PriceCharting'],https://www.pricecharting.com/game/pokemon-jungle/snorlax-11,0.95,Snorlax #11Pokemon Jungle,holo snorlax #11
2025 #020/M-P Pikachu CGC 10 Mega Evolution Promos - Japanese Pokemon,SOL,0.48,39.36,https://collectorcrypt.com/assets/solana/DJxSyp1SEcPmDVzAmgYL64TS3yJbX7T9aZgYbms5wDu5,https://d1xpxki1g4htqu.cloudfront.net/hjY10s8mRJrYY9jp5BUrrVI6rtwpzKmshBAsjoArIrI,7.29,-439.9,CGC 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-25th-anniversary-collection/pikachu-v-20,0.95,Pikachu V #20Pokemon Japanese 25th Anniversary Collection,v pikachu #20
1999 #PROMO EMBOSSED CHARIZARD LIZARDON PSA 8 POKEMON JAPANESE MEIJI,SOL,300.0,24603.0,https://collectorcrypt.com/assets/solana/BoNcj3K5TbmQQj1rUbfsTZye9YjURZ6QsWvBxYHY4niL,https://d1xpxki1g4htqu.cloudfront.net/XCwV_Hksz_bbEPvTMfvk8TsHp2nqoGPYQTpdj76obwY,87.1,-28146.8,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-promo/charizard-corocoro-comics-4,0.95,Charizard [CoroCoro Comics] #4/1999Pokemon Japanese Promo,charizard #promo
2003 #84 Pikachu CGC 9 Skyridge Pokemon,SOL,350.0,28703.5,https://collectorcrypt.com/assets/solana/FC2j63UsEPsxUb4ggZH6bzwEdAd5qVGDXd4AN4hWDgMk,https://d1xpxki1g4htqu.cloudfront.net/fZmkJTAeVPuf1kk6BC39U6ulD7WVUlZBCnhzfDB9Qt4,78.0,-36699.4,CGC 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-skyridge/pikachu-84,0.95,Pikachu #84Pokemon Skyridge,pikachu #84
2025 #075 Eevee EX PSA 10 Pre EN-Prismatic Evolutions Pokemon,SOL,80.0,6560.8,https://collectorcrypt.com/assets/solana/G3JV8Uq1ukM6APAn3UCSn3ATZ29yLLzGAJnFcuzZGQzN,https://d1xpxki1g4htqu.cloudfront.net/to2gdW_Ji2KYzKvsg5wG2f-zRVFJSGmdC9IGmTKoyhY,4.28,-153189.7,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-prismatic-evolutions/eevee-ex-75,0.95,Eevee ex #75Pokemon Prismatic Evolutions,ex eevee #75
2000 #84 LT. Surge's Pikachu 1st Edition PSA 8 Gym Challenge Pokemon,SOL,65.0,5330.65,https://collectorcrypt.com/assets/solana/BZ7mGCBexSMVwTQFTGyd8SLAyoKH1dHzWvPUBXKBiPFa,https://d1xpxki1g4htqu.cloudfront.net/Xpb5XiUBmYSG05bpq6MTAap01XZHYTc9SuIG71mgNbs,20.88,-25429.9,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-gym-challenge/lt-surge%27s-pikachu-1st-edition-84,0.95,Lt. Surge's Pikachu [1st Edition] #84Pokemon Gym Challenge,pikachu #84
2023 #125 Charizard EX PSA 10 Obf EN-Obsidian Flames Pokemon,SOL,7.0,574.07,https://collectorcrypt.com/assets/solana/5daHnbnmjdxvRZRvdGN6UJ7P1qC8q8Dac1yaHZ4hrUTK,https://d1xpxki1g4htqu.cloudfront.net/dlPZ4yOAvH_Ftq6tVmZC_Lv68Bcr3de0n6Xjd03PP_0,5.2,-10939.8,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-obsidian-flames/charizard-ex-125,0.95,Charizard ex #125Pokemon Obsidian Flames,ex charizard #125
2024 #074 Charizard EX CGC 10 Svp EN-SV Black Star Promo Pokemon,SOL,0.9,73.81,https://collectorcrypt.com/assets/solana/GPZ9bnrp8RwJkqZynauv8RbEmgusDnfM9squi9KYMFqH,https://d1xpxki1g4htqu.cloudfront.net/16M2cGTp0cQO7JPBwx5KLs4KeOCymGkIZOZmEi_2xHE,20.0,-269.1,CGC 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-promo/charizard-ex-74,0.95,Charizard ex #74Pokemon Promo,ex charizard #74
2020 #308 FULL ART/CHARIZARD VMAX PSA 10 POKEMON JAPANESE SWORD & SHIELD SHINY STAR V,SOL,250.0,20502.5,https://collectorcrypt.com/assets/solana/BwoE33DPFfu8x3xbrvyFmEuktuSQa2tqn5kpvJmzV1Pe,https://d1xpxki1g4htqu.cloudfront.net/jL2sqYQKk_qOKs5mBL9Vokv7j6Pkm4MEjvBA3Dbkuo4,112.0,-18205.8,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-shiny-star-v/charizard-vmax-308,0.95,Charizard VMAX #308Pokemon Japanese Shiny Star V,vmax charizard #308
2023 #160 Full Art/Pikachu PSA 9 Sword and Shield Crown Zenith Pokemon,SOL,50.0,4100.5,https://collectorcrypt.com/assets/solana/DZaCab69vY3yNvNzYJcPRe7emJkdWBwiNeeej4BZjff,https://d1xpxki1g4htqu.cloudfront.net/KZSjATOkaFGzlEd4FF5CV9aX3a5qrYUszYON9zymeR4,48.67,-8325.1,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-crown-zenith/pikachu-160,0.95,Pikachu #160Pokemon Crown Zenith,full art pikachu #160
2022 #014 Charizard Vstar PSA 10 Japanese Sword & Shield Vstar Universe Pokemon,SOL,45.0,3690.45,https://collectorcrypt.com/assets/solana/Do5rzHZVZ2YuwsY5PiJrYhQDJsWxt2y8AaXNLkNzyGCP,https://d1xpxki1g4htqu.cloudfront.net/wTugXeN8ZklZhD9tfz3qtI0J-u08TIM0GJoldT7jk4M,3.49,-105643.6,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-star-birth/charizard-v-14,0.95,Charizard V #14Pokemon Japanese Star Birth,v charizard #14
2000 #27 Baby Pikachu CGC 9 Pikachu World Pokemon,SOL,35.0,2870.35,https://collectorcrypt.com/assets/solana/B2NbwbvH16fwL86ty4RLB6CSxLXcQFLN51jatTz3mqj5,https://d1xpxki1g4htqu.cloudfront.net/jyO4qUgGq3biVed0d-1UTgPsLNY0ZMx-apbyT24AWYo,0.0,-287035.0,CGC 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-promo/baby-pikachu-27-2000-pokemon-pikachu-world-collection-27,0.95,BABY PIKACHU #27 [2000 POKEMON PIKACHU WORLD COLLECTION] #27Pokemon Promo,pikachu #27
2023 #200 Blastoise EX PSA 8 Mew EN-151 Pokemon,SOL,138.0,11317.38,https://collectorcrypt.com/assets/solana/CxR4Xq58qBKiCweMZTT7KJk4CAeut5KV13dgZxpN84Ba,https://d1xpxki1g4htqu.cloudfront.net/oEpnPYnMDntZ5NK7HvY5AfHofvjrRTwTIzm8DIMP5Gs,145.04,-7702.9,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/blastoise-ex-200,0.95,Blastoise ex #200Pokemon Scarlet & Violet 151,ex blastoise #200
2023 #200 Blastoise EX PSA 8 Mew EN-151 Pokemon,SOL,138.0,11317.38,https://collectorcrypt.com/assets/solana/GhAZ279fKT8y1j4ocKM7hRoM7o5vYPGGFpajtaFa24JC,https://d1xpxki1g4htqu.cloudfront.net/X3m8YE5m37JGAiTe7_yBXWHmK0r1YS7i2OMQ1RZ7pVE,145.04,-7702.9,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/blastoise-ex-200,0.95,Blastoise ex #200Pokemon Scarlet & Violet 151,ex blastoise #200
2022 #TG22 Full Art/Umbreon V PSA 10 Sword & Shield Brilliant Stars Pokemon,SOL,172.0,14105.72,https://collectorcrypt.com/assets/solana/GunARVXSeDBVG2bsDUr78MrMJxTVaDXbHCfbFFbvB1JD,https://d1xpxki1g4htqu.cloudfront.net/CtxewZ8XaAbeAYwN88Y7V7kk1VFZBG2qHxl-zQ9glFk,49.99,-28117.1,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-brilliant-stars/umbreon-v-tg22,0.95,Umbreon V #TG22Pokemon Brilliant Stars,v umbreon #tg22
2019 #SV56 FULL ART/GRENINJA GX PSA 9 SUN & MOON HIDDEN FATES POKEMON,SOL,1.0,82.01,https://collectorcrypt.com/assets/solana/AbaZy1yBaGg6wo64yfALPb6TBHvKA8JVMit5YpspR7vs,https://d1xpxki1g4htqu.cloudfront.net/AfcLF-l5Fw28V_oQKvkBzQQvJladJIRYKWMzUY08HnY,71.87,-14.1,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-hidden-fates/greninja-gx-sv56,0.95,Greninja GX #SV56Pokemon Hidden Fates,v greninja #sv56
1999 #15 Venusaur-Holo PSA 7 Game Pokemon,SOL,570.0,46745.7,https://collectorcrypt.com/assets/solana/8mEzJxwa8DhWSJTJsHbpYgWayJWoDbGZHdCgxKmgUBjr,https://d1xpxki1g4htqu.cloudfront.net/LvvPmwu6mjL2Sfro91Zckd_SyekrOilrfadv6qabH3w,66.15,-70566.2,PSA 7,['PriceCharting'],https://www.pricecharting.com/game/pokemon-base-set/venusaur-1999-2000-15,0.95,Venusaur [1999-2000] #15Pokemon Base Set,v venusaur #15
2023 #003 Charizard CGC 10 Clc-Trading Card Game Classic Charizard & HO-Oh EX Deck Pokemon,SOL,265.0,21732.65,https://collectorcrypt.com/assets/solana/2UMEAkRazhGqWG9GWabWB7Wh5xJWQQ1sLNgnEmk5ff2H,https://d1xpxki1g4htqu.cloudfront.net/DzhqZ-g-3lXJ-XgH0HsRJTdkJ1N30lDGqVAPJRYj0bY,30.0,-72342.2,CGC 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-flashfire/m-charizard-ex-13,0.95,M Charizard EX #13Pokemon Flashfire,ex charizard #3
2016 #100 M Venusaur EX CGC 9 Evolutions - English,SOL,1.0,82.01,https://collectorcrypt.com/assets/solana/5pZknPToGZuorCW7aZsbweaF3yUH8sQPk9KhCrJCAew7,https://d1xpxki1g4htqu.cloudfront.net/tkgKneESgU9CVndFrlvqzXA1gynW5uViu4LITdMYVr0,33.83,-142.4,CGC 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-evolutions/m-venusaur-ex-100,0.95,M Venusaur EX #100Pokemon Evolutions,ex venusaur #100
2000 #3 Dark Blastoise-Holo PSA 7 Rocket Pokemon,SOL,2.0,164.02,https://collectorcrypt.com/assets/solana/CPzjC7hfB5F1zENC7zYr1abNBjwmsT1JJsU7j6JvCZtn,https://d1xpxki1g4htqu.cloudfront.net/r25biF5F7JxBqIg5aNQZ3CUEsQAb7hpEEAhSRIGKGc8,98.53,-66.5,PSA 7,['PriceCharting'],https://www.pricecharting.com/game/pokemon-team-rocket/dark-blastoise-3,0.95,Dark Blastoise #3Pokemon Team Rocket,holo blastoise #3
2003 #H2 Arcanine-Holo CGC 10 Skyridge Pokemon,SOL,2500.0,205025.0,https://collectorcrypt.com/assets/solana/35AWRuieuaiZsiVUAs8x8hTzV157o3cg5ctFpvGmiXBU,https://d1xpxki1g4htqu.cloudfront.net/Ueq1aPKEtzj0pf8EJgagENElqLr701wsGVyT_K-EwGY,344.29,-59450.1,CGC 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-skyridge/arcanine-h2,0.95,Arcanine #H2Pokemon Skyridge,holo arcanine #h2
2009 #012 Mothim-Holo 1st Edition PSA 10 Japanese Advent of Arceus Pokemon,SOL,366.0,30015.66,https://collectorcrypt.com/assets/solana/87gTu2hgmJcApewpVvkSa9YGQva8buA7XRWAguViK2eX,https://d1xpxki1g4htqu.cloudfront.net/fzbkkCeN-DeOQE_ULivPzY_GKCNNzfdqnw72_nwvokU,2.98,-1007136.9,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-advent-of-arceus/mothim-1st-edition-12,0.95,Mothim [1st Edition] #12Pokemon Japanese Advent of Arceus,v arceus #12
2021 #215 Full Art/Umbreon Vmax Secret PSA 10 Sword & Shield Evolving Skies Pokemon,SOL,3801.0,311720.01,https://collectorcrypt.com/assets/solana/A91qY6BwarGa8dMaxQFiKY1rzpC9nt1arL4bX7xyuwYr,https://d1xpxki1g4htqu.cloudfront.net/BUvgJ567OB0K6Qbo_wo3RZaAn436_tK7yJd44UCl3fE,1562.53,-19849.7,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-evolving-skies/umbreon-vmax-215,0.95,Umbreon VMAX #215Pokemon Evolving Skies,vmax umbreon #215
2023 #003 Venusaur PSA 10 Japanese Clf-Trading Card Game Classic Venusaur & Lugia EX Deck Pokemon,SOL,2.0,164.02,https://collectorcrypt.com/assets/solana/8GfB58TT8xD5Fn1qoK4JtBuxGBtycZVLHArnUZM2PQxd,https://d1xpxki1g4htqu.cloudfront.net/BPH7OI4RMO8N5zebsNfjEqOtJ-gToeR14_rny4OA7Ew,2.59,-6232.8,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-svg-special-set/venusaur-ex-3,0.95,Venusaur Ex #3Pokemon Japanese SVG Special Set,ex venusaur #3
2023 #204 Slowpoke PSA 9 Svi EN-Scarlet & Violet Pokemon,SOL,1.0,82.01,https://collectorcrypt.com/assets/solana/4WfqYZiU7T6L5bqYXhEC276wAHjmz6YGGbsv86NChtAD,https://d1xpxki1g4htqu.cloudfront.net/y9USwiDLAakA2VJ25nmGKt_b6Axmn8YvLCTlLhxDPqg,34.0,-141.2,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-scarlet-&-violet/slowpoke-204,0.95,Slowpoke #204Pokemon Scarlet & Violet,v slowpoke #204
2023 #173 Pikachu PSA 9 Mew EN-151 Pokemon,SOL,2.0,164.02,https://collectorcrypt.com/assets/solana/E4Nj9gbeRj9PCRkPHcsVrXMtWBtW644ArX2UhZW75ms,https://d1xpxki1g4htqu.cloudfront.net/ytkkve5Fnmwzv2N56E749_xcg724rFL9JIQ1Q8lyGz8,14.43,-1036.7,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-korean-scarlet-&-violet-151/pikachu-173,0.95,Pikachu #173Pokemon Korean Scarlet & Violet 151,pikachu #173
2023 #160 Full Art/Pikachu PSA 9 Sword and Shield Crown Zenith Pokemon,SOL,2.0,164.02,https://collectorcrypt.com/assets/solana/AkyJkH7WebPzq6j8uqHEmuefDc9qWjbuDu7b7EsMLtwC,https://d1xpxki1g4htqu.cloudfront.net/2dBXog6QakIxGqeNReFCjEhA3XjHPt0NsIEzgCckmjA,48.67,-237.0,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-crown-zenith/pikachu-160,0.95,Pikachu #160Pokemon Crown Zenith,full art pikachu #160
2022 #166 Full Art/Arceus V PSA 9 Sword & Shield Brilliant Stars Pokemon,SOL,2.0,164.02,https://collectorcrypt.com/assets/solana/H5HfhVJbGozVrq25KKPfTc5mGzJMov96K54qM2d6DeBr,https://d1xpxki1g4htqu.cloudfront.net/B6YTxzF10T6P4huYpUChvJdwMo6qzCXDTjvJvgQrXkI,48.18,-240.4,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-brilliant-stars/arceus-v-166,0.95,Arceus V #166Pokemon Brilliant Stars,v arceus #166
2023 #173 Pikachu PSA 9 Mew EN-151 Pokemon,SOL,2.0,164.02,https://collectorcrypt.com/assets/solana/ErSrMLrpHeJNsGBCSmnDKj7muQzTodR2g1fgrSfULgZh,https://d1xpxki1g4htqu.cloudfront.net/HnvjxhP13tKx0OANMTxz69Td5VEzLvC929ZoK1GIHzg,14.43,-1036.7,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-korean-scarlet-&-violet-151/pikachu-173,0.95,Pikachu #173Pokemon Korean Scarlet & Violet 151,pikachu #173
2022 #229 SWSH POKEMON GO BLACK STAR PROMO MEWTWO V PSA 10 POKEMON,SOL,2.0,164.02,https://collectorcrypt.com/assets/solana/F5XAjpzyTVxLM3quDAZgkqRjzXt16QZpUqaK8bWgrjq9,https://d1xpxki1g4htqu.cloudfront.net/in6lQi3t2UuDxEFkqru8OO3VP90fvIeJ6WouB1BdFQo,9.0,-1722.4,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-promo/mewtwo-v-swsh229,0.95,Mewtwo V #SWSH229Pokemon Promo,v mewtwo #229
2023 #006 CHARIZARD EX PSA 10 POKEMON MEW EN-151,SOL,2.0,164.02,https://collectorcrypt.com/assets/solana/4iETEQjvBRX1ghKwTygdUfexKX3a2wSTwPgGDf8wvF4x,https://d1xpxki1g4htqu.cloudfront.net/UMmPU5uY8t6GM5g6pm5VqQDtac4vXq4QJwQiDyKSOB4,3.56,-4507.3,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-chinese-151-collect/charizard-ex-6,0.95,Charizard EX #6Pokemon Chinese 151 Collect,ex charizard #6
1998 #25 LT. Surge's Pikachu PSA 8 Japanese Gym Pokemon,SOL,95.0,7790.95,https://collectorcrypt.com/assets/solana/7CGAXZLzaJASr7HN5furptX2BHNRQQarNQP3ZtA1wh3m,https://d1xpxki1g4htqu.cloudfront.net/xLuBBCyuVoZAkR9w9OW8wpMirUhLeL_wFoZLzSvVYKI,139.49,-5485.3,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-promo/snap-pikachu-25,0.95,Snap Pikachu #25Pokemon Japanese Promo,pikachu #25
2021 #125 Eevee-Reverse Foil CGC 10 Pristine Japanese Sword & Shield Vmax Climax Pokemon,SOL,29.81,2444.72,https://collectorcrypt.com/assets/solana/B5iRunisrw7oNPndMNH7sMBc4FEzne4CAx7J9DjcR52X,https://d1xpxki1g4htqu.cloudfront.net/hlD_D3Trm1qMteSJ9c-34-mwzHSGFx5XiUH9IyFNG5Q,2.49,-98081.5,CGC 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-vmax-climax/eevee-125,0.95,Eevee #125Pokemon Japanese VMAX Climax,vmax eevee #125
1999 #4 Dragonite-Holo PSA 8 Fossil Pokemon,SOL,2.2,180.42,https://collectorcrypt.com/assets/solana/HB1Ezfx5H9LphoCrage4kiSUutWoafJiDPqd9VtziEQW,https://d1xpxki1g4htqu.cloudfront.net/8mCnVdeVOMd_zcJ-Xf1lUL43GMq7z7VNmhPZ-rrd978,64.81,-178.4,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-fossil/dragonite-4,0.95,Dragonite #4Pokemon Fossil,holo dragonite #4
2004 #109 EX Fire Red & Leaf Green - English Gyarados ex Ultra Rare Holo CGC 9.5 Pokemon,SOL,479.0,39282.79,https://collectorcrypt.com/assets/solana/An4WaR63qZJNyKaYx3BwpbRZnb8ZDnP4Ybbhk3EoE1pz,https://d1xpxki1g4htqu.cloudfront.net/UDkHKPzgdnv3My35zV3zvEXtnx4BQ0f4SDxa8WcL4p4,110.0,-35611.6,CGC 9.5,['PriceCharting'],https://www.pricecharting.com/game/pokemon-fire-red-&-leaf-green/gyarados-ex-109,0.95,Gyarados EX #109Pokemon Fire Red & Leaf Green,ex gyarados #109
2014 #64 JAPANESE XY PROMO MCDONALD'S PIKACHU PSA 10 POKEMON,SOL,1999.0,163937.99,https://collectorcrypt.com/assets/solana/8KP9Zvwv7geLHuV7SwjJDsTu7BrDNswUsXcsqNgMMwS3,https://d1xpxki1g4htqu.cloudfront.net/RZ2Z6vB6JytFc2b4Po8yhtQ5vYZuxSwjBn4QHRjeprg,25.75,-636552.4,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-promo/pikachu-64xy-p,0.95,Pikachu #64/XY-PPokemon Japanese Promo,pikachu #64
2025 #78 Mega Lucario ex CGC 10 Pokemon Japanese Mega Brave,SOL,10.0,820.1,https://collectorcrypt.com/assets/solana/DyVrPu6seUA9YzMSzi5W6kcvBUm4VkQZBG3pGudX3Rzb,https://d1xpxki1g4htqu.cloudfront.net/LQ4S-e_hUDYz09xqFKogllYJqsOWq6tInvLLG-SJnbU,10.71,-7557.3,CGC 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-mega-brave/mega-lucario-ex-78,0.95,Mega Lucario Ex #78Pokemon Japanese Mega Brave,ex lucario #78
2022 #015 Radiant Charizard CGC 10 Pristine Japanese Sword & Shield Vstar Universe Pokemon,SOL,1.0,82.01,https://collectorcrypt.com/assets/solana/BbuxzLyHVf6zpjj9m6hHiN1mP9BCshsdkXmxVnvneNrG,https://d1xpxki1g4htqu.cloudfront.net/NKFFLudNZR7eRntE0b8RB1hAxwD7r5gk_HQBP1rH8bA,7.05,-1063.3,CGC 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-vstar-universe/radiant-charizard-15,0.95,Radiant Charizard #15Pokemon Japanese VSTAR Universe,v charizard #15
2024 #132 Greninja EX PSA 10 Svp EN-SV Black Star Promo Pokemon,SOL,400.0,32804.0,https://collectorcrypt.com/assets/solana/Dfe97LNoR3AzqN7DicBD7KyJzaZeA7xb3dS96JtxeDte,https://d1xpxki1g4htqu.cloudfront.net/Bs8Yo_-sJPlmdKC0xkiEwmANi_wQ4FunbO5ekEzyBJg,76.0,-43063.2,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-promo/greninja-ex-132,0.95,Greninja Ex #132Pokemon Promo,ex greninja #132
2000 #8 Dark Gyarados-Holo 1st Edition CGC 10 Rocket Pokemon,SOL,1100.0,90211.0,https://collectorcrypt.com/assets/solana/4NqQWKbdhRYxbK9P97SwGEJpYWPwRPUNpJnzfu7uQWRd,https://d1xpxki1g4htqu.cloudfront.net/agcavh6Z660U_LXotCAP3hbv38uby51FuhMu_bfyZyc,115.1,-78276.2,CGC 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-holon-phantoms/gyarados-reverse-holo-8,0.95,Gyarados [Reverse Holo] #8Pokemon Holon Phantoms,holo gyarados #8
2023 #169 Charmeleon Art Rare PSA 10 Japanese Sv2a-151 Pokemon,SOL,420.0,34444.2,https://collectorcrypt.com/assets/solana/GzAuzc5gEMT95hpDHcetpUK3AER6tDRVcU7tyF19zjGE,https://d1xpxki1g4htqu.cloudfront.net/_5uxcfrIVmhPLDFC6rny3OCF9Bslg5G9MmXnq2c1XUA,16.63,-207020.9,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-scarlet-&-violet-151/charmeleon-169,0.95,Charmeleon #169Pokemon Japanese Scarlet & Violet 151,v charmeleon #169
2001 #065 Venusaur 1st Edition PSA 8 Japanese Expedition Pokemon,SOL,45.0,3690.45,https://collectorcrypt.com/assets/solana/68jHYmMjGaMK2uQQB6na8Xe369HNpW5ooSGJGNCH5JFj,https://d1xpxki1g4htqu.cloudfront.net/hEtPp_i4FO_3fuOP3_9rvwjofJ3_dodqqB3XXIoIRQY,25.5,-14372.4,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-expedition-expansion-pack/venusaur-1st-edition-65,0.95,Venusaur [1st Edition] #65Pokemon Japanese Expedition Expansion Pack,ex venusaur #65
2022 #010 Charizard CGC 10 Pristine Pokemon GO - s10b - Japanese,SOL,40.0,3280.4,https://collectorcrypt.com/assets/solana/ArzVJumTKAxmgseskhWfqnrkKFxgAWWqceTpg4QsSQb4,https://d1xpxki1g4htqu.cloudfront.net/j-3PKLowThJEj17i7W-yrWtoO9LmDlRsaUMEUlq_RQk,591.23,-454.8,CGC 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-inferno-x/mega-charizard-x-ex-110,0.95,Mega Charizard X Ex #110Pokemon Japanese Inferno X,charizard #10
2023 #160 Full Art/Pikachu PSA 9 Sword and Shield Crown Zenith Pokemon,SOL,60.0,4920.6,https://collectorcrypt.com/assets/solana/2AbUf2GcZQbtaT32LGByFBMhhBx69TqX7FcYdXL3knFB,https://d1xpxki1g4htqu.cloudfront.net/_x0KYgp7ktSrvN-nX6Yln1fk_gwrnH0TZLg2HTj8-9Y,48.67,-10010.1,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-crown-zenith/pikachu-160,0.95,Pikachu #160Pokemon Crown Zenith,full art pikachu #160
2023 #044 Charmander CGC 10 Svp EN-SV Black Star Promo Pokemon,SOL,180.0,14761.8,https://collectorcrypt.com/assets/solana/36jmD6LCGdzBmqYwSaXUBUga2mRHdAbNy3EsJobLcz5c,https://d1xpxki1g4htqu.cloudfront.net/wN9Z66YrsQYWJPbIpx8J69SxBNkCjqw4Hoh83YlHPp8,69.64,-21097.3,CGC 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-promo/charmander-44,0.95,Charmander #44Pokemon Promo,v charmander #44
1998 #06 Charizard PSA 10 Kfc Card Game Pokemon,SOL,3669.0,300894.69,https://collectorcrypt.com/assets/solana/8Y67KrqgzfK873PiJNn53GchqkbQ5G5ouyKve3iNgJru,https://d1xpxki1g4htqu.cloudfront.net/JGlP4E88_tQtGvtiTo84Io4wHAtey8mhBUZKmEN91mM,34.99,-859844.8,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-1998-kfc/charizard-6,0.95,Charizard #6Pokemon 1998 KFC,charizard #6
2000 #197 Umbreon-Holo CGC 10 Japanese Neo 2 Pokemon,SOL,2000.0,164020.0,https://collectorcrypt.com/assets/solana/BBBxstoAaetSQ5bkwyf5S9ESCUsdu7dRLNuLuGi9Eoce,https://d1xpxki1g4htqu.cloudfront.net/viKoS86KnEw6k_m2qJVfn4ABepzv6uAs4ujMPzg-CV0,35.0,-468528.6,CGC 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-neo-premium-file/umbreon-197,0.95,Umbreon #197Pokemon Japanese Neo Premium File,holo umbreon #197
