title,currency,raw_price,usd_price,listing_url,image_url,fair_value,discount_pct,grade,sources,pricecharting_link,confidence,matched_card,search_term_used
2024 #143 Bulbasaur PSA 9 Scr EN-Stellar Crown Pokemon,SOL,78.94,6473.87,https://collectorcrypt.com/assets/solana/GN62JR8G43VRHVpxUC4eG6pJni6zjKYQiUd8MSDLLBkh,https://d1xpxki1g4htqu.cloudfront.net/z6SJXcL4SzJcGPH7ire6lnQY2h7qQbNPC-Tga7_MoYM,90.36,-7064.5,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-stellar-crown/bulbasaur-143,0.95,Bulbasaur #143Pokemon Stellar Crown,bulbasaur #143
1999 #63 Squirtle PSA 9 Game Pokemon,SOL,905.12,74228.89,https://collectorcrypt.com/assets/solana/H2MjkmNm8czZVSq5WDWEvt3BZpegggmrqyZcAHZe9JRb,https://d1xpxki1g4htqu.cloudfront.net/xoaIxaVYjoXXd26xx3iJBe6kJszqjq_YK2ClTQ8K7Mw,3.84,-1932944.0,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-base-set/squirtle-1999-2000-63,0.95,Squirtle [1999-2000] #63Pokemon Base Set,squirtle #63
1996 #38 Ninetales-Holo PSA 7 Japanese Basic Pokemon,SOL,754.1,61843.74,https://collectorcrypt.com/assets/solana/CjymfzAwxdgdUSdCNnHeyV295pKiPLofyAd3f9J9qxv7,https://d1xpxki1g4htqu.cloudfront.net/ZYZX1xqN3GbwoqjXi92DF5slpHsOg4Xs2tjT0xLOM7o,16.61,-372228.4,PSA 7,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-1996-carddass/ninetales-red-38,0.95,Ninetales [Red] #38Pokemon Japanese 1996 Carddass,holo ninetales #38
2025 #114 Team Rocket's Mewtwo EX CGC 10 Pristine Japanese SV10-Glory of Team Rocket Pokemon,SOL,49.13,4029.15,https://collectorcrypt.com/assets/solana/FMJMaJSc4AzsrCydBgmFNYxHVjQ16GwQLvcQZrQxcfMr,https://d1xpxki1g4htqu.cloudfront.net/_GlC6qj4BH7rE40wrydq5LAccGbGbOE0D7Mcx3bOhGs,19.67,-20383.7,CGC 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-glory-of-team-rocket/team-rocket%27s-mewtwo-ex-114,0.95,Team Rocket's Mewtwo ex #114Pokemon Japanese Glory of Team Rocket,ex mewtwo #114
2022 #260 SWSH BLACK STAR PROMO ULTRA PREMIUM CHARIZARD V CGC 10 POKEMON,SOL,160.78,13185.57,https://collectorcrypt.com/assets/solana/8y5QnMSk9hPPWszKKXwGF3dHY4GMQPBmhZgSWDN1qTtV,https://d1xpxki1g4htqu.cloudfront.net/tztMNWlY-SvRNNtlahOCkT1zGRojPWkVr9PD10rAA-Q,38.03,-34571.5,CGC 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-promo/charizard-v-swsh260,0.95,Charizard V #SWSH260Pokemon Promo,v charizard #260
2024 #132 SV BLACK STAR PROMO ILLUSTRATION COLLECTION GRENINJA EX CGC 10 PRISTINE POKEMON,SOL,620.0,50846.2,https://collectorcrypt.com/assets/solana/9bpzUJz7RpbqAmNUmuffAww1uiK7ghLtB4yzxFsax7hm,https://d1xpxki1g4htqu.cloudfront.net/v9YfUBtTnqtk853pwbAdFoX9vfKcJF_TUS34a-buhVE,76.0,-66802.9,CGC 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-promo/greninja-ex-132,0.95,Greninja Ex #132Pokemon Promo,ex greninja #132
2021 #139 Pikachu V-Union PSA 10 Swsh Black Star Promo Pokemon,SOL,89.39,7330.87,https://collectorcrypt.com/assets/solana/89pW1H58PHK1nwF3scfWmBhLJ5TDuYbPeBoSfDDoTRNU,https://d1xpxki1g4htqu.cloudfront.net/6SEShcR1EZRnnNCtnq8DSidOy91KVZQsubLmkN0r4wQ,0.66,-733021.0,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-promo/pikachu-v-union-jumbo-139,0.95,Pikachu V-UNION [Jumbo] #139Pokemon Promo,v pikachu #139
2023 #166 Bulbasaur PSA 10 Japanese Sv2a- 151 Pokemon,SOL,79.41,6512.41,https://collectorcrypt.com/assets/solana/87x2YbQMQoHDGVNgb6pLDTDDJCrMWUADkREASZpLqVqt,https://d1xpxki1g4htqu.cloudfront.net/avwTczE3I3dxBBdZsdAhVdRXDcD2WB48DVnmAakcASQ,18.9,-34357.2,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-scarlet-&-violet-151/bulbasaur-166,0.95,Bulbasaur #166Pokemon Japanese Scarlet & Violet 151,v bulbasaur #166
2022 #TG23 Umbreon VMAX PSA 10 Pokemon Sword & Shield Brilliant Stars Full Art,SOL,168.0,13777.68,https://collectorcrypt.com/assets/solana/9iTNGfAzKyZe8xYFEdxoag55k6Ky8NpToKdVza6P6CnR,https://d1xpxki1g4htqu.cloudfront.net/saEgOvYjmsdzjZLRY7DnSm37rqr5W-3WofSg5VzMGkw,82.0,-16702.0,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-brilliant-stars/umbreon-vmax-tg23,0.95,Umbreon VMAX #TG23Pokemon Brilliant Stars,vmax umbreon #tg23
2000 #25 Pikachu PSA 10 Topps Chrome T.V. Pokemon,SOL,1609.89,132027.08,https://collectorcrypt.com/assets/solana/4kHtN48iv4UMTYqmJJRMSRTe3WhhbuXvjqpxMN1avex7,https://d1xpxki1g4htqu.cloudfront.net/NsHXd8X32xYRylrGk89IOn0BKvF7bxqtf2lid1BybG0,9.49,-1391123.2,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-1999-topps-tv/pikachu-25,0.95,Pikachu #25Pokemon 1999 Topps TV,v pikachu #25
2004 #58 Charmander PSA 9 EX Fire Red & Leaf Green Pokemon,SOL,60.3,4945.2,https://collectorcrypt.com/assets/solana/6gTmx59gn4eApYomBoGmoZrLdmt8aMMjz4vsgnQPghyv,https://d1xpxki1g4htqu.cloudfront.net/Y2eDuC1IKjQfa4-zD70uKT7gZKOrjcHaIY5ER-dE36A,1.49,-331792.6,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-fire-red-&-leaf-green/charmander-58,0.95,Charmander #58Pokemon Fire Red & Leaf Green,ex charmander #58
2008 #32 UMBREON-REVERSE FOIL PSA 8 POKEMON DIAMOND & PEARL MAJESTIC DAWN,SOL,125.4,10284.05,https://collectorcrypt.com/assets/solana/4v3vJJdCLKCR5Gxn393YKaWbfqXNcv9PteHRorR13x5k,https://d1xpxki1g4htqu.cloudfront.net/xsFbFPc1WDefBK2d7eQHs4lgImeIvJ1FzLG6SlNtTJI,46.36,-22083.0,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-majestic-dawn/umbreon-reverse-holo-32,0.95,Umbreon [Reverse Holo] #32Pokemon Majestic Dawn,v umbreon #32
2019 #365 Full Art/Armored Mewtwo PSA 2 Japanese SM Promo Pokemon,SOL,69.3,5683.29,https://collectorcrypt.com/assets/solana/4HNmdEjuL3pzTS4ze4UMBRrMwp1EXCTsN3kiMNdhcf26,https://d1xpxki1g4htqu.cloudfront.net/7dDdEkC6mS3wWWPdfVtMWTzrf2STIlZSop59ADAG1Fw,35.0,-16138.0,PSA 2,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-promo/armored-mewtwo-365sm-p,0.95,Armored Mewtwo #365/SM-PPokemon Japanese Promo,full art mewtwo #365
2005 #12 Mewtwo-Holo PSA 2 EX Delta Species Pokemon,SOL,159.66,13093.72,https://collectorcrypt.com/assets/solana/3UZcYSkthwRX67Jgpu13HbHSPBXW6zmJPUEZKBdAwgrd,https://d1xpxki1g4htqu.cloudfront.net/iSzbFsAJbYaHdwFot-gMeQeIFtxQM-Wqezye7jc9uFw,173.0,-7468.6,PSA 2,['PriceCharting'],https://www.pricecharting.com/game/pokemon-delta-species/mewtwo-12,0.95,Mewtwo #12Pokemon Delta Species,ex mewtwo #12
2013 #BW93 Umbreon-Holo PSA 4 Black & White Promo Pokemon,SOL,96.4,7905.76,https://collectorcrypt.com/assets/solana/3mGM9anY1m3wvDL9CKNEmSdRbsPoJ3Tnxp2nUKVuTucV,https://d1xpxki1g4htqu.cloudfront.net/VSCCTE-rVw_mDtJDXfkSfLs0J6_ZK64cOZE50T0-wFk,145.5,-5333.5,PSA 4,['PriceCharting'],https://www.pricecharting.com/game/pokemon-promo/umbreon-bw93,0.95,Umbreon #BW93Pokemon Promo,holo umbreon #bw93
2022 #003 Venusaur-Holo PSA 10 Go Japanese Pokemon,SOL,31.13,2552.97,https://collectorcrypt.com/assets/solana/3gDvVTG8WZYQMNkaWY9D2LNYhczRTqSrfHooLEDQqpNm,https://d1xpxki1g4htqu.cloudfront.net/NQN4mkTpi6phYTFMpXk_FyE_cuhsr4Eg1RZTthb7GuU,160.01,-1495.5,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-cd-promo/venusaur-holo-3,0.95,Venusaur [Holo] #3Pokemon Japanese CD Promo,v venusaur #3
2018 #280 JAPANESE SM POKEMON CENTER YOKOHAMA'S PIKACHU PSA 8 POKEMON,SOL,601.93,49364.28,https://collectorcrypt.com/assets/solana/2ids88NU69WXbHfVE4XkhYUMSqqnC45RhWaBzjpDiago,https://d1xpxki1g4htqu.cloudfront.net/g9fewefNlc4mr7OBEZAJ14wHCX3eR0qMxb-pE_YxkS4,248.17,-19791.3,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-promo/yokohama%27s-pikachu-280sm-p,0.95,Yokohama's Pikachu #280/SM-PPokemon Japanese Promo,pikachu #280
2025 #040 Sylveon PSA 10 Pre EN-Prismatic Evolutions Pokemon,SOL,70.72,5799.75,https://collectorcrypt.com/assets/solana/2AnPDx1oq6uSziutieH22rN1YNaHCd1xirqeWQxiAjS1,https://d1xpxki1g4htqu.cloudfront.net/rZ_oQbXhakQFkEn6W6mcq4nYhw4KlPdQp-OcbLtKrnI,7.91,-73221.7,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-prismatic-evolutions/sylveon-pokemon-day-2025-40,0.95,Sylveon [Pokemon Day 2025] #40Pokemon Prismatic Evolutions,v sylveon #40
2022 #323SP Pikachu 20 BGS 10 Pokemon Japanese Sword & Shield Promo Precious Collector Box Pokemon,SOL,802.9,65845.83,https://collectorcrypt.com/assets/solana/25NCFgYPeCpX7iRyyhYw3NTCgWUWgXVNWzuAQmNSXpr1,https://d1xpxki1g4htqu.cloudfront.net/HTOgVpVQRlv9REJznAUFQaie9aezBSIpYLWTzBuXZmE,5.75,-1145044.9,BGS 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-promo/pikachu-v-121,0.95,Pikachu V #121Pokemon Japanese Promo,pikachu #323sp
2023 #170 Squirtle PSA 10 Japanese Sv2a- 151 Pokemon,SOL,99.4,8151.79,https://collectorcrypt.com/assets/solana/8yCBid6HCG23gMxB9y2aVqxDuBsNBiVSqGr9nCibPDt7,https://d1xpxki1g4htqu.cloudfront.net/3LQtPCLbDhd__EnO-nxShvFLKUzg858_UZV583S_78Q,22.29,-36471.5,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-scarlet-&-violet-151/squirtle-170,0.95,Squirtle #170Pokemon Japanese Scarlet & Violet 151,v squirtle #170
2009 #18 Gengar PSA 8 World Championships Promo Pokemon,SOL,199.8,16385.6,https://collectorcrypt.com/assets/solana/82ujP6ERJvBpjsR9a8YBzeneBkqXpSw4qCeeuYTq1kDa,https://d1xpxki1g4htqu.cloudfront.net/x2opl5l_Vs9Df84TTDw8y0gD8TM1kYaDkqrxQ4tHmC0,27.3,-59920.5,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-world-championships-2009/gengar-18,0.95,Gengar #18Pokemon World Championships 2009,gengar #18
2002 #028 Gyarados-Holo 1st Edition PSA 9 Japanese Mysterious Mountains Pokemon,SOL,1700.0,139417.0,https://collectorcrypt.com/assets/solana/AEuog7eLmRBm7U3rPREbxa9kXwzt6GLBe36aZayVf6CT,https://d1xpxki1g4htqu.cloudfront.net/i27VG5fiynJayh4VG7BJQl33tWPrNia9No9TIKeKzGM,251.19,-55402.6,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-mysterious-mountains/gyarados-1st-edition-28,0.95,Gyarados [1st Edition] #28Pokemon Japanese Mysterious Mountains,holo gyarados #28
2020 #203 Full Art/Lapras Vmax PSA 10 Sword & Shield Pokemon,SOL,49.0,4018.49,https://collectorcrypt.com/assets/solana/6sxAyvYKRL584at9PpfY9MvdsiVufLJmGRSeqxzZjmWo,https://d1xpxki1g4htqu.cloudfront.net/gnafv_T6DCrA4Qhj5MMLyD30WUo6kR7jkfLg7PLStLw,14.18,-28239.1,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-sword-&-shield/lapras-vmax-203,0.95,Lapras VMax #203Pokemon Sword & Shield,vmax lapras #203
2017 #76 Full Art/Mewtwo GX PSA 9 Sun & Moon Shining Legends Pokemon,SOL,105.0,8611.05,https://collectorcrypt.com/assets/solana/BzTauPgJQycx49YCGi9dfB1Z3JUKA9es2kUdhLnnZ4uw,https://d1xpxki1g4htqu.cloudfront.net/LP_MZjs12jGSV4TAt8D6EGAu5wX5zaREj-gYQET2i-E,71.27,-11982.3,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-shining-legends/mewtwo-gx-76,0.95,Mewtwo GX #76Pokemon Shining Legends,gx mewtwo #76
2025 #013 Mega Charizard X EX PSA 10 Japanese M2-Inferno X Pokemon,SOL,80.0,6560.8,https://collectorcrypt.com/assets/solana/68236gbnA19HhrbFU8CXtEvQP8pL6rFaJhq5SfLNDg1J,https://d1xpxki1g4htqu.cloudfront.net/ZaNn6owKVG_ZNfOyMs9ceog6l4q4Ryanm6lKuyg6Oj8,3.25,-201770.8,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-inferno-x/mega-charizard-x-ex-13,0.95,Mega Charizard X ex #13Pokemon Japanese Inferno X,ex charizard #13
2025 #064 Bulbasaur PSA 10 Japanese M1l-Mega Brave Pokemon,SOL,80.0,6560.8,https://collectorcrypt.com/assets/solana/4Wpp3bAQV6eGDMifjVMqRP68ppgnDzXCC3FsZec4UNTG,https://d1xpxki1g4htqu.cloudfront.net/1fhD5-DFkoHrYUAzI2BrdMVExNsz8ZB37eVuKMPVdh0,10.0,-65508.0,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-mega-brave/bulbasaur-64,0.95,Bulbasaur #64Pokemon Japanese Mega Brave,v bulbasaur #64
2025 #022 Haunter CGC 10 PRISTINE Pokemon Japanese Mega Gengar ex Starter Set,SOL,100.0,8201.0,https://collectorcrypt.com/assets/solana/A8NzieG5X6YarXKCVZVCto7iWx7BEtv2T4Pr1G1RcemZ,https://d1xpxki1g4htqu.cloudfront.net/wuluCa-LxpNsYi0AKH3dH_a_t40B4Us0Txva-zDqsHQ,17.34,-47195.3,CGC 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-mega-starter-deck-gengar-ex/haunter-22,0.95,Haunter #22Pokemon Japanese Mega Starter Deck Gengar Ex,ex gengar #22
2022 #177 VSTAR Universe - s12a - Japanese Lapras Art Rare Holo CGC 10 Pristine Pokemon,SOL,34.0,2788.34,https://collectorcrypt.com/assets/solana/B79uYYrHePWL3zRBPvck7HvSrLNCp9stgNcxmPdXLHJE,https://d1xpxki1g4htqu.cloudfront.net/gmYseeyPxiAixAA1jdNp9SMUgUr3gHafWOOcb50b-bY,7.07,-39339.0,CGC 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-vstar-universe/lapras-177,0.95,Lapras #177Pokemon Japanese VSTAR Universe,v lapras #177
2016 #110 Flying Pikachu PSA 9 XY Evolutions Pokemon,SOL,65.0,5330.65,https://collectorcrypt.com/assets/solana/B5JNGWZxd2ujhkZfvzPmEkQFgQ2muyvGRNEjDzi7yu78,https://d1xpxki1g4htqu.cloudfront.net/40AVLHs750s4LHwjQ8jzBaMPnbSOPEmeK9udmSFZIPc,6.21,-85739.8,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-evolutions/flying-pikachu-110,0.95,Flying Pikachu #110Pokemon Evolutions,v pikachu #110
2000 #14 Sabrina's Gengar PSA 9 Gym Heroes Pokemon,SOL,2400.0,196824.0,https://collectorcrypt.com/assets/solana/944c1TuPB6YYj6kvXt7ysuuQrG7uzzk9AVcbFTFwLXRp,https://d1xpxki1g4htqu.cloudfront.net/QR4jbIVpnfvcYdCTLo_3XsoW0f2KdNUPCow3JUx1R7A,270.0,-72797.8,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-gym-heroes/sabrina%27s-gengar-14,0.95,Sabrina's Gengar #14Pokemon Gym Heroes,gengar #14
1999 #4 Charizard PSA 8 Pokemon Base Set Shadowless Holo,SOL,5500.0,451055.0,https://collectorcrypt.com/assets/solana/6uqMC1zRgPum1rYfb2JbTiMGAePnpwZwUev7k3q7HYEE,https://d1xpxki1g4htqu.cloudfront.net/gqjmovZdfsLOKCzfXpa_ABHoEZSmg-Fhi1GBla88fAs,4.88,-9242830.3,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-chinese-csm2cc/charizard-holo-4,0.95,Charizard [Holo] #4Pokemon Chinese CSM2cC,holo charizard #4
2001 #6 SHINING CHARIZARD PSA 8 POKEMON JAPANESE NEO 4,SOL,60.0,4920.6,https://collectorcrypt.com/assets/solana/13FM6X3mcPwQEoYqtgHEdrDm7jqZXVa9umDLJyhXAwjK,https://d1xpxki1g4htqu.cloudfront.net/SYj3vZYhHwYb63ZbsowQ2fut9ETfhKwQAh80nIwov3s,124.32,-3858.0,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-neo-premium-file/charizard-6,0.95,Charizard #6Pokemon Japanese Neo Premium File,charizard #6
2021 #144 GRENINJA-GOLD STAR PSA 10 POKEMON SWSH BLACK STAR PROMO | CELEBRATIONS ELITE TRAINER BOX,SOL,1050.0,86110.5,https://collectorcrypt.com/assets/solana/7uZ71N6F4ndG4RkaJ19mUrVze6rRbxhVhLDeGj7bg6q1,https://d1xpxki1g4htqu.cloudfront.net/LGVqEELmuk5jEwAyeFsddg_K1IPHjP3WHWtcavtwqz0,28.98,-297037.7,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-celebrations/greninja-gold-star-swsh144,0.95,Greninja [Gold Star] #SWSH144Pokemon Celebrations,greninja #144
2023 #198 Venusaur EX PSA 10 Mew EN-151 Pokemon,SOL,535.0,43875.35,https://collectorcrypt.com/assets/solana/88jYkdh4TP5dNpGNy43WTB3Cy2fnvnmKo1qVVCaaixY4,https://d1xpxki1g4htqu.cloudfront.net/Dtgg1FY2kjKpfUrFIsXtooserFnDeH1W31rlHrO8pvk,120.14,-36420.2,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/venusaur-ex-198,0.95,Venusaur ex #198Pokemon Scarlet & Violet 151,ex venusaur #198
2007 #159  Eevee CGC 10 Dawn Dash/Moonlit Pursuit - DP4 - Japanese Pokemon,SOL,50.0,4100.5,https://collectorcrypt.com/assets/solana/74nc1JFqkYpaUFnDquVQKjZtgysPHVMSo2pZeARbYUVG,https://d1xpxki1g4htqu.cloudfront.net/MbQMAt11tRcP2bArrRsEbAXm4F4fap9wGH_7mHaMZiY,5.74,-71337.3,CGC 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-promo/eevee-gym-239s-p,0.95,Eevee [Gym] #239/S-PPokemon Japanese Promo,v eevee #159
2024 #224 Eevee EX PSA 10 Japanese Sv8a-Terastal Fest EX Pokemon,SOL,73.0,5986.73,https://collectorcrypt.com/assets/solana/EKaTp1WkfC3Q7qdj7a6cwjF1XLAJTecJb3Pto1eEyYVN,https://d1xpxki1g4htqu.cloudfront.net/bvUSZCXF72Ik29OqHhAVY7DFTKxH9a3DpUsAMJ8pUoQ,25.24,-23619.2,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-terastal-festival/eevee-ex-224,0.95,Eevee Ex #224Pokemon Japanese Terastal Festival,ex eevee #224
2019 #239 FULL ART/SLOWPOKE & PSYDUCK GX PSA 10 POKEMON SUN & MOON UNIFIED MINDS | SECRET,SOL,750.0,61507.5,https://collectorcrypt.com/assets/solana/8j4E2edYZfZ8WLREAchjQFbFjxdkQ8bQGHT1xDk9BAAv,https://d1xpxki1g4htqu.cloudfront.net/EqXFT0DmLPvQTN31QcxndXjsoLeNmGAdViKrl3Z2yWc,146.6,-41856.0,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-unified-minds/slowpoke-&-psyduck-gx-239,0.95,Slowpoke & Psyduck GX #239Pokemon Unified Minds,gx slowpoke #239
2025 #173 Eevee CGC 10 Svp EN-SV Black Star Promo Pokemon,SOL,90.0,7380.9,https://collectorcrypt.com/assets/solana/AEY7bgEs8shxZaxffhZhQQyywpeNShQGgnWydw48iqq7,https://d1xpxki1g4htqu.cloudfront.net/8YpjTU2mhNCP0JRb8WXbQx606_72Z7BI3-Ygflg2vxQ,14.28,-51587.0,CGC 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-promo/eevee-173,0.95,Eevee #173Pokemon Promo,v eevee #173
1999 #4 CHARIZARD-HOLO PSA 8 POKEMON SPANISH,SOL,600.0,49206.0,https://collectorcrypt.com/assets/solana/6gjQZha1GrFLkyRtXqfqfZS3DYGty4jjECYtzzuUj1hP,https://d1xpxki1g4htqu.cloudfront.net/CYlyWpMwPYxrXW5hRy7QsannL2sUKCNWSSe1JPzYQBE,4.88,-1008219.7,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-chinese-csm2cc/charizard-holo-4,0.95,Charizard [Holo] #4Pokemon Chinese CSM2cC,holo charizard #4
2015 #159 Full Art/M Mewtwo EX PSA 10 XY Breakthrough Pokemon,SOL,1450.0,118914.5,https://collectorcrypt.com/assets/solana/ncDvdNd2ehC67U3x6DjdZvp6rCXSdXHNMCwT52LjBVT,https://d1xpxki1g4htqu.cloudfront.net/IX7InCk93ML41LFhU2dtAnUDAsW4lgczirk4y0vPLow,96.35,-123319.3,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-breakthrough/m-mewtwo-ex-159,0.95,M Mewtwo EX #159Pokemon BREAKthrough,ex mewtwo #159
2013 #136 Charizard PSA 9 Black & White Plasma Storm Pokemon,SOL,3000.0,246030.0,https://collectorcrypt.com/assets/solana/9qFVUBR7qWkoybQyPdRJ4HLxxJCSYc5bVg8HJVoDKpEm,https://d1xpxki1g4htqu.cloudfront.net/2T8zvMHbss1W79PXu76BA4KmCofWTe8AQOArn5Bf0qw,696.24,-35237.0,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-plasma-storm/charizard-136,0.95,Charizard #136Pokemon Plasma Storm,charizard #136
1999 #4 Charizard-Holo 1st Edition PSA 2 Game Pokemon,SOL,8100.0,664281.0,https://collectorcrypt.com/assets/solana/AJVwqWqjAdahrd4NvbLttKEXzpYW8tZCQKs4k9H9xU4s,https://d1xpxki1g4htqu.cloudfront.net/553TZixUH30owy5T7mxqip92baIq1POmkUSeJyK28-I,300.0,-221327.0,PSA 2,['PriceCharting'],https://www.pricecharting.com/game/pokemon-crystal-guardians/charizard-reverse-holo-4,0.95,Charizard [Reverse Holo] #4Pokemon Crystal Guardians,holo charizard #4
2004 #108 Gengar EX-Holo PSA 5 EX Fire Red & Leaf Green Pokemon,SOL,999.0,81927.99,https://collectorcrypt.com/assets/solana/4ececPEfCXEaNknUEDMFGGTJq3HQXuGtPKofmbazNWSb,https://d1xpxki1g4htqu.cloudfront.net/I94H0T-BivrEWBiVIdG2a_vRsUXKox_zjdvEdvrTop0,817.03,-9927.5,PSA 5,['PriceCharting'],https://www.pricecharting.com/game/pokemon-fire-red-&-leaf-green/gengar-ex-108,0.95,Gengar EX #108Pokemon Fire Red & Leaf Green,ex gengar #108
2021 #218 Full Art/Rayquaza Vmax PSA 9 Sword & Shield Evolving Skies Pokemon,SOL,845.0,69298.45,https://collectorcrypt.com/assets/solana/DJUxHgJfTs67oScnnkn4ZKuZRWiS3sqcLAez9YAArvDf,https://d1xpxki1g4htqu.cloudfront.net/uQDKO8ACuNQIxLyo8VyAs-O7TaJevuwltF0EzuCUBC4,675.21,-10163.2,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-evolving-skies/rayquaza-vmax-218,0.95,Rayquaza VMAX #218Pokemon Evolving Skies,vmax rayquaza #218
2021 #271 Full Art/Gengar Vmax PSA 9 Sword & Shield Fusion Strike Pokemon,SOL,799.0,65525.99,https://collectorcrypt.com/assets/solana/5uUhsXcmQu9KvtfDd1t4TBtFF6h3cSSkguoEaMvDEcMD,https://d1xpxki1g4htqu.cloudfront.net/IYU0B8WVLuh_PosDLgi3fq0RazVMLrJYLdZhGP0V_GA,749.0,-8648.5,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-fusion-strike/gengar-vmax-271,0.95,Gengar VMAX #271Pokemon Fusion Strike,vmax gengar #271
2025 #161 Umbreon ex SIR CGC 9.5 TCG Scarlet & Violet Prismatic Evolutions Pokemon,SOL,1599.0,131133.99,https://collectorcrypt.com/assets/solana/BVfjHWxDp7MeF4aCCqkH8zxKFq15KDkQ7RDg3s1Bzyuy,https://d1xpxki1g4htqu.cloudfront.net/LDdaEoRBaJzIZPBA3iPTmLJL2VIrX18VcKmd6Dd0MNc,1187.5,-10942.9,CGC 9.5,['PriceCharting'],https://www.pricecharting.com/game/pokemon-prismatic-evolutions/umbreon-ex-161,0.95,Umbreon ex #161Pokemon Prismatic Evolutions,ex umbreon #161
1997 #131 Lapras-Holo PSA 9 Japanese Fossil Pokemon,SOL,269.0,22060.69,https://collectorcrypt.com/assets/solana/HvgAjaNpA9eWiLV22xx4tEpsYM3pigq564ZVQyCyEvmk,https://d1xpxki1g4htqu.cloudfront.net/cYdo2JmQScW48z5HzhCm70QcSgwPvYZ7JdE2H6L0OsE,9.04,-243934.2,PSA 9,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-1997-carddass/lapras-131,0.95,Lapras #131Pokemon Japanese 1997 Carddass,holo lapras #131
2021 #048 Full Art/Umbreon Vmax PSA 10 Japanese Sword & Shield Eevee Heroes Pokemon,SOL,45.0,3690.45,https://collectorcrypt.com/assets/solana/7wvRzGBnu46FL8qogzspko9JQS5SCkUTCk7aAESAbTjv,https://d1xpxki1g4htqu.cloudfront.net/ZcxDMx4EEZQMjS5nHLubI9unpuS5ZwApoUb6iXW08SI,6.41,-57473.3,PSA 10,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-eevee-heroes/umbreon-vmax-48,0.95,Umbreon VMAX #48Pokemon Japanese Eevee Heroes,vmax umbreon #48
2019 #024 Pikachu PSA 8 Japanese S Promo Pokemon,SOL,22.0,1804.22,https://collectorcrypt.com/assets/solana/GGDktnYqVpcg7fY9pizjaDvomPbeATmGRGA4LvhpsUMG,https://d1xpxki1g4htqu.cloudfront.net/s9k-EJuBQMNKTPjZBYUD1agfOh_5WNr2gnNiOL50z5I,17.35,-10299.0,PSA 8,['PriceCharting'],https://www.pricecharting.com/game/pokemon-japanese-promo/pikachu-24s-p,0.95,Pikachu #24/S-PPokemon Japanese Promo,pikachu #24
